Make,Model,Model Year,Incident Date,Incident Time (24:00),City,State,Roadway Type,Roadway Surface,Roadway Description,Posted Speed Limit (MPH),Lighting,Clear,Snow,Cloudy,Fog/Smoke,Rain,Severe Wind,Injuries,Passengers Belted
Hyundai,Ioniq 5,2024,February 2024,14:30,Las Vegas,NV ,Street,Dry,No Unusual Conditions,35.0,Daylight,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2021,February 2024,16:58,Phoenix,AZ ,Street,Dry,No Unusual Conditions,35.0,Daylight,1,0,0,0,0,0,0,0
Jaguar,I-Pace,2021,February 2024,16:58,Phoenix,AZ ,Street,Dry,No Unusual Conditions,35.0,Daylight,1,0,0,0,0,0,0,0
Jaguar,I-Pace,2024,March 2024,07:38,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,0,0,1,0,0,0,1,0
Jaguar,I-Pace,2021,March 2024,01:03,San Francisco,CA ,Street,Wet,No Unusual Conditions,30.0,Dark - Lighted,0,0,1,0,0,0,0,1
Toyota,Sienna,2022,February 2024,11:40,Ann Arbor,MI ,Street,Snow / Slush / Ice,No Unusual Conditions,35.0,Daylight,0,1,0,0,0,0,0,1
Hyundai,IONIQ 5,2024,February 2024,14:30,Las Vegas,NV ,Street,Dry,No Unusual Conditions,35.0,Daylight,1,0,0,0,0,0,0,1
Volkswagen,ID.Buzz,2023,February 2024,11:20,Austin,TX ,Intersection,Dry,No Unusual Conditions,40.0,Daylight,0,0,1,0,0,0,0,1
Jaguar,I-Pace,2021,February 2024,21:18,Chandler,AZ ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,1,1
Jaguar,I-Pace,2021,February 2024,13:23,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,0
Jaguar,I-Pace,2021,February 2024,09:30,Phoenix,AZ ,Street,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2021,February 2024,01:42,Phoenix,AZ ,Street,Dry,No Unusual Conditions,40.0,Dark - Lighted,1,0,0,0,0,0,0,0
Jaguar,I-Pace,2021,February 2024,18:41,Phoenix,AZ ,Street,Dry,No Unusual Conditions,40.0,Dark - Lighted,1,0,0,0,0,0,0,0
Jaguar,I-Pace,2021,February 2024,01:03,San Francisco,CA ,Street,Wet,No Unusual Conditions,30.0,Dark - Lighted,0,0,1,0,0,0,0,1
Jaguar,I-Pace,2021,February 2024,20:55,Tempe,AZ ,Intersection,Dry,No Unusual Conditions,40.0,Dark - Lighted,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2021,February 2024,16:58,Phoenix,AZ ,Street,Dry,No Unusual Conditions,35.0,Daylight,1,0,0,0,0,0,0,0
Jaguar,I-Pace,2021,February 2024,22:01,Los Angeles,CA ,Street,Wet,No Unusual Conditions,25.0,Dark - Lighted,0,0,0,0,1,0,0,0
Peterbilt,579,2023,February 2024,14:03,Streetman,TX ,Highway / Freeway,Dry,No Unusual Conditions,75.0,Dawn / Dusk,0,0,1,0,0,0,0,1
Toyota,Highlander,2019,February 2024,11:00,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,1
Toyota,Highlander,2019,February 2024,13:52,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,1
Toyota,Highlander,2017,February 2024,16:29,Spring Valley,NV ,Intersection,Dry,No Unusual Conditions,35.0,Daylight,1,0,0,0,0,0,1,1
Jaguar,I-Pace,2021,March 2024,04:35,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Hyundai,Ioniq 5,2024,February 2024,14:30,Las Vegas,NV ,Street,Dry,No Unusual Conditions,35.0,Daylight,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2021,February 2024,06:43,Tempe,AZ ,Street,Dry,No Unusual Conditions,35.0,Daylight,1,0,0,0,0,0,1,1
Jaguar,I-Pace,2021,February 2024,20:08,Tempe,AZ ,Highway / Freeway,Dry,Work Zone,65.0,Dark - Lighted,1,0,0,0,0,0,1,1
Jaguar,I-Pace,2021,February 2024,20:08,Tempe,AZ ,Highway / Freeway,Dry,Work Zone,65.0,Dark - Lighted,1,0,0,0,0,0,1,1
Jaguar,I-Pace,2021,February 2024,13:35,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,0,0,1,0,0,0,0,1
Jaguar,I-Pace,2024,February 2024,17:01,Austin,TX ,Intersection,Wet,No Unusual Conditions,40.0,Daylight,0,0,1,0,0,0,0,1
Jaguar,I-Pace,2021,February 2024,13:35,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,0,0,1,0,0,0,0,1
Jaguar,I-Pace,2021,February 2024,14:34,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,1,1
Jaguar,I-Pace,2024,February 2024,17:01,Austin,TX ,Intersection,Wet,No Unusual Conditions,40.0,Daylight,0,0,1,0,0,0,0,1
Jaguar,I-Pace,2021,January 2024,03:07,Chandler,AZ ,Intersection,Dry,No Unusual Conditions,45.0,Dark - Lighted,1,0,0,0,0,0,0,0
Jaguar,I-Pace,2024,February 2024,17:01,Austin,TX ,Intersection,Wet,No Unusual Conditions,40.0,Daylight,0,0,1,0,0,0,0,1
Jaguar,I-Pace,2021,January 2024,03:19,Phoenix,AZ ,Intersection,Dry,No Unusual Conditions,35.0,Dark - Lighted,1,0,0,0,0,0,1,0
Jaguar,I-Pace,2021,January 2024,00:41,San Francisco,CA ,Intersection,Wet,No Unusual Conditions,25.0,Dark - Lighted,0,0,0,0,1,0,0,0
Jaguar,I-Pace,2021,January 2024,20:11,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2021,January 2024,15:51,Scottsdale,AZ ,Intersection,Dry,No Unusual Conditions,40.0,Daylight,0,0,1,0,0,0,1,0
Jaguar,I-Pace,2021,January 2024,07:41,Tempe,AZ ,Intersection,Dry,No Unusual Conditions,40.0,Dawn / Dusk,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2021,January 2024,08:57,Phoenix,AZ ,Intersection,Dry,No Unusual Conditions,35.0,Daylight,1,0,0,0,0,0,0,0
Jaguar,I-Pace,2021,February 2024,12:04,Los Angeles,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,0
Jaguar,I-Pace,2021,January 2024,08:24,Phoenix,AZ ,Intersection,Dry,No Unusual Conditions,35.0,Daylight,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2021,January 2024,03:07,Chandler,AZ ,Intersection,Dry,No Unusual Conditions,45.0,Dark - Lighted,1,0,0,0,0,0,0,0
Peterbilt,579,2023,February 2024,14:03,Streetman,TX ,Highway / Freeway,Dry,No Unusual Conditions,75.0,Dawn / Dusk,0,0,1,0,0,0,0,1
Nissan,LEAF,2023,January 2024,12:56,San Jose,CA ,Street,Dry,No Unusual Conditions,20.0,Daylight,1,0,0,0,0,0,0,1
Volkswagen,ID.Buzz,2023,January 2024,09:00,Austin,TX ,Intersection,Dry,No Unusual Conditions,35.0,Daylight,1,0,0,0,0,0,0,1
Toyota,Prius,2022,January 2024,14:30,Mountain View,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,1
Toyota,Prius,2022,January 2024,19:24,Palo Alto,CA ,Intersection,Wet,No Unusual Conditions,25.0,Daylight,0,0,0,0,1,0,0,1
Toyota,Highlander,2017,January 2024,14:19,Paradise,NV ,Intersection,Dry,No Unusual Conditions,35.0,Daylight,1,0,0,0,0,0,0,1
Toyota,Highlander,2017,January 2024,14:12,San Francisco,CA ,Street,Dry,No Unusual Conditions,20.0,Daylight,1,0,0,0,0,0,0,1
Toyota,Highlander,2017,January 2024,21:13,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,20.0,Dark - Lighted,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2021,February 2024,14:34,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,1,1
Jaguar,I-Pace,2021,January 2024,17:15,San Francisco,CA ,Street,Wet,No Unusual Conditions,25.0,Daylight,0,0,1,0,1,0,0,0
Jaguar,I-Pace,2021,January 2024,09:03,Scottsdale,AZ ,Parking Lot,Dry,No Unusual Conditions,15.0,Daylight,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2021,January 2024,17:50,Phoenix,CA ,Street,Dry,"Other, see Narrative",35.0,Daylight,0,0,1,0,0,0,0,1
Jaguar,I-Pace,2021,January 2024,12:35,Gilbert,AZ ,Parking Lot,Dry,"Other, see Narrative",5.0,Daylight,0,0,1,0,0,0,0,0
Hyundai,Sonata,2020,October 2023,12:50,Austin,TX ,Street,Dry,No Unusual Conditions,30.0,Daylight,1,0,0,0,0,0,0,1
,,9999,,,,,,,,,,0,0,0,0,0,0,0,1
Toyota,Prius,2022,January 2024,10:49,Houston,TX ,Street,Dry,No Unusual Conditions,30.0,Daylight,1,0,0,0,0,0,0,1
Jaguar,I-PACE,2021,January 2024,10:52,San Francisco,CA ,Intersection,Wet,No Unusual Conditions,25.0,Daylight,0,0,1,0,0,0,0,1
Jaguar,I-Pace,2021,December 2023,22:23,Tempe,AZ ,Intersection,Dry,No Unusual Conditions,45.0,Dark - Lighted,1,0,0,0,0,0,0,0
Jaguar,I-Pace,2021,December 2023,23:48,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Jaguar,I-Pace,2021,December 2023,16:32,Tempe,AZ ,Parking Lot,Dry,No Unusual Conditions,15.0,Daylight,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2021,December 2023,17:09,San Francisco,CA ,Street,Wet,No Unusual Conditions,25.0,Dawn / Dusk,0,0,1,0,0,0,0,1
Jaguar,I-Pace,2021,December 2023,14:00,Phoenix,AZ ,Street,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,0
Jaguar,I-Pace,2021,December 2023,22:48,Phoenix,AZ ,Intersection,Dry,No Unusual Conditions,30.0,Dark - Lighted,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2021,December 2023,12:18,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,0,0,1,0,0,0,0,0
Jaguar,I-Pace,2021,December 2023,13:46,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,0,0,1,0,0,0,0,0
Jaguar,I-Pace,2021,December 2023,10:25,Phoenix,AZ ,Street,Dry,No Unusual Conditions,40.0,Daylight,1,0,0,0,0,0,0,0
Jaguar,I-Pace,2021,December 2023,19:02,Tempe,AZ ,Intersection,Dry,No Unusual Conditions,40.0,Dark - Lighted,1,0,0,0,0,0,0,0
Jaguar,I-Pace,2021,December 2023,22:23,Tempe,AZ ,Intersection,Dry,No Unusual Conditions,45.0,Dark - Lighted,1,0,0,0,0,0,0,0
Jaguar,I-Pace,2021,December 2023,15:23,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,0,0,1,0,0,0,0,0
Jaguar,I-Pace,2021,December 2023,15:23,San Francisco,CA ,Street,Wet,No Unusual Conditions,20.0,Daylight,0,0,0,0,1,0,0,1
Toyota,Camry,2017,January 2024,16:48,San Jose,CA ,Highway / Freeway,Dry,No Unusual Conditions,50.0,Daylight,1,0,0,0,0,0,0,1
Jaguar,I-PACE,2021,January 2024,10:52,San Francisco,CA ,Intersection,Wet,No Unusual Conditions,25.0,Daylight,0,0,1,0,0,0,0,1
Freightliner,Cascadia,2023,December 2023,14:35,Vega,TX ,Highway / Freeway,Wet,No Unusual Conditions,75.0,Daylight,0,0,1,0,1,0,0,1
Freightliner,Cascadia,2023,December 2023,14:35,Vega,TX ,Highway / Freeway,Wet,No Unusual Conditions,75.0,Daylight,0,0,1,0,1,0,0,1
Jaguar,I-Pace,2021,January 2024,03:19,Phoenix,AZ ,Intersection,Dry,No Unusual Conditions,35.0,Dark - Lighted,1,0,0,0,0,0,1,0
Jaguar,I-Pace,2021,December 2023,00:16,Scottsdale,AZ ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Jaguar,I-Pace,2021,December 2023,06:44,Phoenix,AZ ,Intersection,Wet,No Unusual Conditions,40.0,Daylight,0,0,1,0,0,0,1,1
Lexus,RX450H,2020,December 2023,16:00,Las Vegas,NV ,Street,Dry,No Unusual Conditions,30.0,Daylight,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2021,December 2023,15:38,Phoenix,AZ ,Intersection,Dry,No Unusual Conditions,30.0,Daylight,0,0,1,0,0,0,0,1
Jaguar,I-Pace,2021,December 2023,16:51,Scottsdale,AZ ,Intersection,Dry,No Unusual Conditions,40.0,Daylight,1,0,0,0,0,0,1,1
Jaguar,I-Pace,2021,December 2023,09:42,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,1,1
Jaguar,I-Pace,2021,December 2023,10:27,Phoenix,AZ ,Intersection,Dry,No Unusual Conditions,35.0,Daylight,1,0,0,0,0,0,0,0
Jaguar,I-Pace,2021,November 2023,15:46,San Francisco,CA ,Street,Dry,No Unusual Conditions,20.0,Daylight,1,0,0,0,0,0,0,0
Jaguar,I-Pace,2021,November 2023,19:59,Los Angeles,CA ,Intersection,Dry,No Unusual Conditions,30.0,Dark - Lighted,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2021,November 2023,04:06,Austin,TX ,Intersection,Dry,No Unusual Conditions,30.0,Dark - Lighted,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2021,November 2023,15:44,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2021,November 2023,19:59,Los Angeles,CA ,Intersection,Dry,No Unusual Conditions,30.0,Dark - Lighted,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2021,November 2023,21:36,Tempe,AZ ,Parking Lot,Dry,No Unusual Conditions,15.0,Dark - Lighted,1,0,0,0,0,0,0,1
Peterbilt,579,2023,November 2023,09:56,Ranger,TX ,Highway / Freeway,Wet,No Unusual Conditions,75.0,Daylight,0,0,0,0,1,0,0,1
Jaguar,I-Pace,2021,November 2023,04:06,Austin,TX ,Intersection,Dry,No Unusual Conditions,30.0,Dark - Lighted,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2021,November 2023,15:44,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2021,November 2023,10:09,Tempe,AZ ,Parking Lot,Dry,No Unusual Conditions,5.0,Daylight,1,0,0,0,0,0,0,0
Peterbilt,579,2023,November 2023,09:56,Ranger,TX ,Highway / Freeway,Wet,No Unusual Conditions,75.0,Daylight,0,0,0,0,1,0,0,1
Cruise,AV,2023,October 2023,21:29,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,1,0
Cruise,AV,2023,October 2023,21:29,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,1,0
Navya,ARMA,2020,November 2023,11:02,Orlando,FL ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,1
Hyundai,IONIQ 5,2022,December 2023,13:24,Las Vegas,NV ,Intersection,Dry,No Unusual Conditions,15.0,Daylight,1,0,0,0,0,0,0,1
Hyundai,Ioniq 5,2022,December 2023,13:24,Las Vegas,NV ,Intersection,Dry,No Unusual Conditions,15.0,Daylight,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2021,November 2023,17:40,Scottsdale,AZ ,Intersection,Wet,No Unusual Conditions,45.0,Dark - Lighted,0,0,0,0,1,0,0,1
Lincoln,MKZ Hybrid,2016,October 2023,12:01,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,1
Lincoln,MKZ Hybrid,2017,September 2023,12:25,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,0
Chrysler,Pacifica,2020,June 2023,15:39,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2021,October 2023,07:48,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2023,October 2023,11:04,Tempe,AZ ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,0
Jaguar,I-Pace,2021,October 2023,17:14,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,0
Jaguar,I-Pace,2023,October 2023,03:11,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Jaguar,I-Pace,2021,October 2023,07:48,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2021,October 2023,18:02,Phoenix,AZ ,Parking Lot,Dry,No Unusual Conditions,15.0,Dawn / Dusk,1,0,0,0,0,0,0,0
Jaguar,I-Pace,2021,October 2023,16:10,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,0,0,1,0,0,0,0,1
Jaguar,I-Pace,2021,October 2023,17:42,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2021,October 2023,08:03,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,20.0,Daylight,1,0,0,0,0,0,0,0
Toyota,Sienna,2021,October 2023,10:03,Grand Rapids,MN ,Street,Dry,No Unusual Conditions,30.0,Daylight,0,0,1,0,0,0,0,1
Cruise,AV,2023,September 2023,22:36,Austin,TX ,Intersection,Dry,No Unusual Conditions,30.0,Dark - Lighted,1,0,0,0,0,0,0,1
Cruise,AV,2023,September 2023,22:36,Austin,TX ,Intersection,Dry,No Unusual Conditions,30.0,Dark - Lighted,1,0,0,0,0,0,0,1
Cruise,AV,2023,October 2023,22:19,San Francisco,CA ,Intersection,Wet,No Unusual Conditions,25.0,Dark - Lighted,0,0,1,0,0,0,0,0
Cruise,AV,2023,October 2023,11:37,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,1
Cruise,AV,2023,October 2023,02:24,Houston,TX ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,October 2023,05:01,Austin,TX ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Toyota,Highlander,2017,October 2023,20:12,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,1
Toyota,Highlander,2017,October 2023,09:53,Seattle,WA ,Street,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,1
Crui9se,AV,2022,October 2023,01:29,Santa Monica,CA ,Intersection,Dry,No Unusual Conditions,15.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,October 2023,23:40,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,October 2023,08:23,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,0
Cruise,AV,2023,October 2023,01:51,Austin,TX ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Jaguar,I-Pace,2021,November 2023,22:43,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,1,1
Cruise,AV,2022,October 2023,01:29,Santa Monica,CA ,Intersection,Dry,No Unusual Conditions,15.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,October 2023,23:40,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,October 2023,08:23,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,0
Cruise,AV,2023,October 2023,01:51,Austin,TX ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,October 2023,22:19,San Francisco,CA ,Intersection,Wet,No Unusual Conditions,25.0,Dark - Lighted,0,0,1,0,0,0,0,0
Cruise,AV,2023,October 2023,11:37,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,1
Cruise,AV,2023,October 2023,02:24,Houston,TX ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2023,October 2023,05:01,Austin,TX ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Toyota,Highlander,2017,November 2023,22:16,Seattle,WA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,1,1
Toyota,Highlander,2017,November 2023,22:16,Seattle,WA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,1,1
Navya,ARMA Autonom,9999,November 2023,11:02,Orlando,FL ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2021,November 2023,22:43,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,1,1
Cruise,AV,2023,October 2023,21:29,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,1,0
Cruise,AV,2023,October 2023,21:29,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,1,0
Jaguar,I-Pace,2021,October 2023,19:18,Chandler,AZ ,Street,Dry,No Unusual Conditions,45.0,Dark - Lighted,1,0,0,0,0,0,1,1
KENWORTH,T680,2019,October 2023,15:08,Fort Worth,TX ,Highway / Freeway,Dry,No Unusual Conditions,75.0,Daylight,1,0,0,0,0,0,0,1
Kenworth Motor Truck Co,T680,2019,October 2023,15:08,Fort Worth,TX ,Highway / Freeway,Dry,No Unusual Conditions,75.0,Daylight,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2021,October 2023,13:29,Phoenix,AZ ,Street,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2021,October 2023,09:24,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2021,October 2023,09:24,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,1
Cruise,AV,2023,October 2023,19:32,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,1,0
Cruise,AV,2023,October 2023,19:32,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,1,0
Jaguar,I-Pace,2021,October 2023,18:53,Phoenix,AZ ,Street,Dry,Work Zone,25.0,Dark - Lighted,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2023,October 2023,08:59,Scottsdale,AZ ,Street,Dry,"Other, see Narrative",45.0,Daylight,1,0,0,0,0,0,1,1
Jaguar,I-Pace,2021,September 2023,21:00,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,35.0,Dark - Lighted,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2021,September 2023,21:00,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,35.0,Dark - Lighted,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2021,October 2023,09:24,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,1
Cruise,AV,2023,October 2023,16:31,San Francisco,CA ,Street,Dry,No Unusual Conditions,30.0,Daylight,1,0,0,0,0,0,0,0
Cruise,AV,2023,October 2023,19:32,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,1,0
Jaguar,I-Pace,2021,October 2023,09:24,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,1
Cruise,AV,2023,October 2023,19:32,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,1,0
Cruise,AV,2023,October 2023,16:31,San Francisco,CA ,Street,Dry,No Unusual Conditions,30.0,Daylight,1,0,0,0,0,0,0,0
Cruise,AV,2022,September 2023,00:05,Tempe,AZ ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Jaguar,I-Pace,2021,September 2023,21:00,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,35.0,Dark - Lighted,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2021,September 2023,10:25,Phoenix,AZ ,Street,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,0
Jaguar,I-Pace,2021,September 2023,01:40,Scottsdale,AZ ,Parking Lot,Dry,No Unusual Conditions,15.0,Dark - Lighted,1,0,0,0,0,0,0,1
Jaguar,I-Pace,2021,September 2023,19:49,Phoenix,AZ ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Jaguar,I-Pace,2021,September 2023,20:20,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Jaguar,I-Pace,2021,September 2023,09:24,San Francisco,CA ,Street,Dry,No Unusual Conditions,20.0,Daylight,1,0,0,0,0,0,0,0
Jaguar,I-Pace,2021,September 2023,15:07,Tempe,AZ ,Street,Dry,No Unusual Conditions,35.0,Daylight,1,0,0,0,0,0,0,0
Jaguar,I-Pace,2021,September 2023,19:41,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,0
Jaguar,I-Pace,2021,September 2023,22:48,San Francisco,CA ,Street,Wet,No Unusual Conditions,20.0,Dark - Lighted,1,0,0,0,0,0,0,0
Cruise,AV,2022,September 2023,00:05,Tempe,AZ ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,1,0,0,0,0,0,0,0
Nissan,Leaf,2023,September 2023,13:54,San Francisco,CA ,Street,Dry,No Unusual Conditions,30.0,Daylight,1,0,0,0,0,0,0,0
Cruise,AV,2023,August 2023,09:05,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,1,0
Cruise,AV,2023,August 2023,09:05,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,1,0
Cruise,AV,2023,September 2023,08:42,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,0
Cruise,8AV,2020,September 2023,09:37,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,1
Cruise,AV,2023,September 2023,22:36,Austin,TX ,Intersection,Dry,No Unusual Conditions,30.0,Dark - Lighted,1,0,0,0,0,0,0,1
Cruise,AV,2023,September 2023,23:44,Austin,TX ,Intersection,Dry,No Unusual Conditions,30.0,Dark - Lighted,1,0,0,0,0,0,0,0
Toyota,Highlander,2017,September 2023,15:20,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,1,0,0,0,0,0,0,1
